,1,1,2,3,4,5,6,6,7,7,8,9,9,10,11,12,13,13,14,15,15,15,16,17,18,18,18,19,19,19,20,20
,3406,3406,123,59,265,1652,3046,3046,3043,3043,615,2337,2337,656,525,1955,11891,11891,1681,1897,1897,1897,548,13821,688,688,688,3070,3070,3070,2335,2335
,environmental information processing,cellular processes,metabolism,metabolism,metabolism,metabolism,metabolism,genetic information processing,metabolism,genetic information processing,metabolism,metabolism,genetic information processing,metabolism,metabolism,metabolism,environmental information processing,cellular processes,metabolism,metabolism,cellular processes,organismal systems,metabolism,metabolism,metabolism,cellular processes,organismal systems,genetic information processing,environmental information processing,cellular processes,metabolism,genetic information processing
RG025,0.002953474,0.002953474,0.00115876,0.00174825,0.00149019,0.001655479,0.002489948,0.002489948,0.002431243,0.002431243,0.00201064,0.00210821,0.00210821,0.002111379,0.001738275,0.00235416,0.000485357,0.000485357,0.001129603,0.000757156,0.000757156,0.000757156,0.000501741,0.000450426,0.001366588,0.001366588,0.001366588,0.002127271,0.002127271,0.002127271,0.001824325,0.001824325
RG026,0.007724397,0.007724397,0.002098361,0.001778006,0.001796437,0.001736545,0.001594644,0.001594644,0.001535683,0.001535683,0.001502204,0.001384691,0.001384691,0.001495849,0.001402679,0.001225781,0.001512032,0.001512032,0.001332381,0.001315557,0.001315557,0.001315557,0.001332567,0.001306931,0.00126089,0.00126089,0.00126089,0.001034673,0.001034673,0.001034673,0.001062206,0.001062206
RG027,0.007430563,0.007430563,0.002067782,0.001933839,0.001810988,0.00167385,0.001681666,0.001681666,0.001625037,0.001625037,0.001535605,0.001416213,0.001416213,0.001378871,0.001554115,0.001270783,0.001381102,0.001381102,0.001311938,0.001352181,0.001352181,0.001352181,0.001429462,0.001314584,0.001201841,0.001201841,0.001201841,0.001068475,0.001068475,0.001068475,0.00109609,0.00109609
RG029,0.007549021,0.007549021,0.002060212,0.00178434,0.001795921,0.001771381,0.001700845,0.001700845,0.001636737,0.001636737,0.001530068,0.00146566,0.00146566,0.001449182,0.001454871,0.001307731,0.001445566,0.001445566,0.001357375,0.00133114,0.00133114,0.00133114,0.001302853,0.001275368,0.001232553,0.001232553,0.001232553,0.001113355,0.001113355,0.001113355,0.001128564,0.001128564
RG031,0.007732439,0.007732439,0.002102146,0.00175767,0.001792917,0.001739629,0.001598927,0.001598927,0.00153903,0.00153903,0.001505695,0.001389537,0.001389537,0.001507541,0.001398242,0.001228565,0.001517793,0.001517793,0.001327665,0.001311967,0.001311967,0.001311967,0.001325473,0.001305288,0.001266228,0.001266228,0.001266228,0.001037094,0.001037094,0.001037094,0.001064543,0.001064543
RG032,0.007736238,0.007736238,0.002100764,0.001766109,0.001794809,0.001736293,0.001593812,0.001593812,0.001534541,0.001534541,0.001502992,0.001384879,0.001384879,0.00150302,0.001397918,0.001224976,0.001517418,0.001517418,0.001331273,0.001313927,0.001313927,0.001313927,0.001328906,0.001306279,0.001264515,0.001264515,0.001264515,0.001034355,0.001034355,0.001034355,0.001061687,0.001061687
RG033,0.007745977,0.007745977,0.002101928,0.001763612,0.001794826,0.001737154,0.001590834,0.001590834,0.001531601,0.001531601,0.00150177,0.001383177,0.001383177,0.001504883,0.001394407,0.001222902,0.001520371,0.001520371,0.00133205,0.001314075,0.001314075,0.001314075,0.001327618,0.001306744,0.001265734,0.001265734,0.001265734,0.001032746,0.001032746,0.001032746,0.001060195,0.001060195
RG034,0.00762105,0.00762105,0.002095442,0.001755594,0.001786032,0.00175738,0.001642131,0.001642131,0.00157949,0.00157949,0.001522965,0.001422807,0.001422807,0.001505214,0.001427694,0.001260288,0.001492213,0.001492213,0.001308037,0.001302412,0.001302412,0.001302412,0.001320274,0.001299143,0.001259985,0.001259985,0.001259985,0.001060565,0.001060565,0.001060565,0.001088814,0.001088814
RG037,0.007726957,0.007726957,0.002099017,0.001778976,0.001796538,0.001730888,0.001595964,0.001595964,0.001537096,0.001537096,0.001503142,0.001384198,0.001384198,0.001493158,0.001406011,0.001225357,0.001510139,0.001510139,0.001331881,0.001318571,0.001318571,0.001318571,0.001336089,0.001308251,0.001259696,0.001259696,0.001259696,0.001034309,0.001034309,0.001034309,0.001061813,0.001061813
RG038,0.007640912,0.007640912,0.002035392,0.001938334,0.001795224,0.001784313,0.001651734,0.001651734,0.001592914,0.001592914,0.001516317,0.001427066,0.001427066,0.001416727,0.001428226,0.001282126,0.001452957,0.001452957,0.00135471,0.001338521,0.001338521,0.001338521,0.001325018,0.001294619,0.001206633,0.001206633,0.001206633,0.001082105,0.001082105,0.001082105,0.001089607,0.001089607
RG043,0.007735682,0.007735682,0.002096623,0.001780302,0.001795752,0.001739236,0.001599993,0.001599993,0.001540547,0.001540547,0.001504326,0.001389115,0.001389115,0.00149533,0.001404337,0.001228917,0.001509175,0.001509175,0.001329922,0.00131547,0.00131547,0.00131547,0.001330775,0.001306041,0.001259611,0.001259611,0.001259611,0.001037951,0.001037951,0.001037951,0.001065573,0.001065573
RG045,0.006446582,0.006446582,0.001873367,0.00209444,0.001811889,0.001812864,0.001780537,0.001780537,0.001724889,0.001724889,0.001557713,0.001527028,0.001527028,0.001335845,0.001543848,0.001418372,0.001233401,0.001233401,0.001388593,0.00133029,0.00133029,0.00133029,0.00128884,0.001218505,0.001099184,0.001099184,0.001099184,0.001242144,0.001242144,0.001242144,0.001216203,0.001216203
RG048,0.007515772,0.007515772,0.00207969,0.001756219,0.001769666,0.001750926,0.001651425,0.001651425,0.001589257,0.001589257,0.001523937,0.00142862,0.00142862,0.001500244,0.00142669,0.001258127,0.00147595,0.00147595,0.001316208,0.001319522,0.001319522,0.001319522,0.001307767,0.001300328,0.001258268,0.001258268,0.001258268,0.001070148,0.001070148,0.001070148,0.001097262,0.001097262
RG049,0.007667573,0.007667573,0.002077335,0.001828008,0.001800628,0.001744047,0.001604986,0.001604986,0.001546532,0.001546532,0.001505289,0.001392347,0.001392347,0.00147537,0.001413462,0.001237874,0.001488305,0.001488305,0.001337921,0.0013166,0.0013166,0.0013166,0.00133169,0.001300627,0.001244221,0.001244221,0.001244221,0.001046483,0.001046483,0.001046483,0.001072094,0.001072094
RG050,0.001283683,0.001283683,0.001024317,0.003639612,0.002021626,0.002248385,0.002241617,0.002241617,0.002190022,0.002190022,0.001911558,0.001893765,0.001893765,0.000620265,0.001761441,0.001938917,0.001285157,0.001285157,0.002070198,0.001323615,0.001323615,0.001323615,0.001368329,0.001328577,0.00039337,0.00039337,0.00039337,0.001653507,0.001653507,0.001653507,0.001549892,0.001549892
YBH039,0.007252518,0.007252518,0.002000156,0.001907693,0.0018053,0.001749801,0.001686289,0.001686289,0.001628565,0.001628565,0.00154577,0.001454047,0.001454047,0.001438835,0.001506019,0.001322955,0.001374018,0.001374018,0.001321417,0.001280602,0.001280602,0.001280602,0.001319817,0.001232268,0.001258788,0.001258788,0.001258788,0.001122728,0.001122728,0.001122728,0.001138651,0.001138651
YBH041,0.007552893,0.007552893,0.002077922,0.001757014,0.001790271,0.001730539,0.001614608,0.001614608,0.001554082,0.001554082,0.001511983,0.001400471,0.001400471,0.001497417,0.001425242,0.001239949,0.001509657,0.001509657,0.00134646,0.001310445,0.001310445,0.001310445,0.001329308,0.001309652,0.001276007,0.001276007,0.001276007,0.00104718,0.00104718,0.00104718,0.001073958,0.001073958
YBH051,0.007414795,0.007414795,0.002056305,0.00183338,0.001795266,0.001743068,0.001635295,0.001635295,0.001575218,0.001575218,0.001515028,0.001414075,0.001414075,0.001450656,0.001465403,0.001258335,0.001465496,0.001465496,0.001352977,0.001320498,0.001320498,0.001320498,0.00134215,0.001310456,0.00125789,0.00125789,0.00125789,0.001060365,0.001060365,0.001060365,0.001089386,0.001089386
YBH052,0.007617684,0.007617684,0.002079174,0.001771639,0.001798076,0.001732422,0.00161333,0.00161333,0.001553268,0.001553268,0.001508884,0.001399148,0.001399148,0.001485543,0.001431015,0.001241396,0.00149798,0.00149798,0.001337799,0.001311717,0.001311717,0.001311717,0.001334921,0.001300085,0.001276184,0.001276184,0.001276184,0.00104759,0.00104759,0.00104759,0.001075154,0.001075154
YBH053,0.0076145,0.0076145,0.002087102,0.001753272,0.001790495,0.001733299,0.001610709,0.001610709,0.001550202,0.001550202,0.001510473,0.00139784,0.00139784,0.001502362,0.001417004,0.001236702,0.001512287,0.001512287,0.001338642,0.001310453,0.001310453,0.001310453,0.001327631,0.001308059,0.001274004,0.001274004,0.001274004,0.001044167,0.001044167,0.001044167,0.00107132,0.00107132
YBH055,0.007652527,0.007652527,0.002083943,0.001814566,0.001797929,0.001743384,0.001603498,0.001603498,0.001544661,0.001544661,0.001501775,0.001391855,0.001391855,0.001477648,0.001410688,0.001235022,0.001503456,0.001503456,0.001341964,0.00131744,0.00131744,0.00131744,0.00133186,0.001305089,0.001250936,0.001250936,0.001250936,0.001041657,0.001041657,0.001041657,0.001069317,0.001069317
YBH056,0.001042573,0.001042573,0.00119946,0.00128089,0.001073323,0.001650431,0.002595558,0.002595558,0.002527638,0.002527638,0.001940461,0.002166347,0.002166347,0.002006357,0.001753749,0.002029412,0.000290529,0.000290529,0.001002586,0.00114503,0.00114503,0.00114503,0.000440804,0.000793729,0.001408462,0.001408462,0.001408462,0.002042188,0.002042188,0.002042188,0.001843778,0.001843778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,environmental information processing,cellular processes,metabolism,genetic information processing,organismal systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG025,0.005566102,0.007689847,0.027326373,0.010980997,0.002123744,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG026,0.010271101,0.012847547,0.025161411,0.006611896,0.002576447,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG027,0.00988014,0.012434162,0.025654845,0.006887481,0.002554022,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG029,0.010107942,0.012671636,0.025584801,0.007045161,0.002563694,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG031,0.010287325,0.01286552,0.025161063,0.006629131,0.002578195,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG032,0.010288011,0.012866453,0.0251467,0.006609274,0.002578442,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG033,0.010299095,0.012878903,0.025133509,0.006598554,0.002579809,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG034,0.010173828,0.012736224,0.025333702,0.006793805,0.002562397,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG037,0.010271405,0.012849672,0.025166645,0.006613379,0.002578267,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG038,0.010175974,0.012721128,0.025477479,0.006843426,0.002545154,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG043,0.010282808,0.012857889,0.025181868,0.006633179,0.002575081,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG045,0.008922127,0.011351601,0.026022408,0.007490801,0.002429474,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG048,0.01006187,0.01263966,0.025334155,0.006836712,0.00257779,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG049,0.010202362,0.012763182,0.025229031,0.006662443,0.002560821,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG050,0.004222347,0.005939332,0.029525505,0.009528802,0.001716985,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH039,0.009749264,0.012288654,0.025596973,0.00703028,0.00253939,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH041,0.010109731,0.012696183,0.02524533,0.006690299,0.002586452,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH051,0.009940656,0.012519044,0.025415387,0.006774338,0.002578389,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH052,0.010163254,0.012751155,0.025249754,0.00668849,0.002587901,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH053,0.010170954,0.01275541,0.025219567,0.006674238,0.002584456,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH055,0.01019764,0.012766015,0.025221574,0.006650987,0.002568375,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBH056,0.003375289,0.005928781,0.026858014,0.011175508,0.002553492,,,,,,,,,,,,,,,,,,,,,,,,,,,
